mapping_id	alignment_id	source_term_source	source_term_iri	source_term_label	canonical_term_iri	canonical_term_label	canonical_term_source	relation	mapping_status	suggestion_source	curator	reviewer	date_added	date_reviewed	notes
REC_0001	EMI__CAND_0299	EMI	https://w3id.org/emi#AnatomicalEntity	Anatomical entity	http://purl.obolibrary.org/obo/UBERON_0001062	anatomical entity	UBERON	exact	approved	manual_curated	auto			2026-03-03T21:33:34Z	Manual class candidate added by URL with ontology id 'uberon'. | Validated selected right-side match.
